time_s,cte_m,segment,pose_x,pose_y
1776407028.2734447,0.27848924093497723,TO_PICKUP,-0.6878353953361511,-0.9784435629844666
1776407028.3366225,0.27416249626872147,TO_PICKUP,-0.6643990278244019,-0.9910884499549866
1776407028.406536,0.26999510452858,TO_PICKUP,-0.6407661437988281,-1.0041629076004028
1776407028.4727182,0.266309832495949,TO_PICKUP,-0.6169713735580444,-1.0168821811676025
1776407028.541195,0.2623577234693304,TO_PICKUP,-0.5930578708648682,-1.028700828552246
1776407028.6056051,0.2583053108901808,TO_PICKUP,-0.5689782500267029,-1.039327621459961
1776407028.6733704,0.2551166656394638,TO_PICKUP,-0.5446579456329346,-1.0486301183700562
1776407028.7366416,0.2526614901420063,TO_PICKUP,-0.5200784206390381,-1.0565136671066284
1776407028.8169372,0.25079835925012633,TO_PICKUP,-0.4952307343482971,-1.0629287958145142
1776407028.8755565,0.24939813892505888,TO_PICKUP,-0.4701734483242035,-1.0678170919418335
1776407028.9422708,0.24834076153467327,TO_PICKUP,-0.44492682814598083,-1.0711601972579956
1776407029.0013003,0.2475314158539241,TO_PICKUP,-0.4195719063282013,-1.0729336738586426
1776407029.0714283,0.24689998606362543,TO_PICKUP,-0.39418473839759827,-1.0731257200241089
1776407029.1340039,0.24640545425412916,TO_PICKUP,-0.3688589036464691,-1.071729302406311
1776407029.2009697,0.23244737875743682,TO_PICKUP,-0.34368476271629333,-1.0687463283538818
1776407029.272182,0.2587897400285526,TO_PICKUP,-0.31875792145729065,-1.0641858577728271
1776407029.3370578,0.25985262504102224,TO_PICKUP,-0.29417502880096436,-1.0580637454986572
1776407029.409483,0.26142749055319786,TO_PICKUP,-0.2700314223766327,-1.0504029989242554
1776407029.4725206,0.26358765280354474,TO_PICKUP,-0.24609649181365967,-1.0412380695343018
1776407029.5336611,0.26639200393698487,TO_PICKUP,-0.22232872247695923,-1.0307046175003052
1776407029.6016314,0.2698654058081704,TO_PICKUP,-0.19861756265163422,-1.0190187692642212
1776407029.6734996,0.27395759988591867,TO_PICKUP,-0.17487451434135437,-1.0065313577651978
1776407029.7403078,0.2785474529645461,TO_PICKUP,-0.15110206604003906,-0.9936587810516357
1776407029.8014894,0.2839018379264443,TO_PICKUP,-0.12727944552898407,-0.9807645678520203
1776407029.8733783,0.2910116351540597,TO_PICKUP,-0.103364497423172,-0.9681145548820496
1776407029.933516,0.29842211384234285,TO_PICKUP,-0.07930520176887512,-0.9560028910636902
1776407030.0064943,0.3059217179498008,TO_PICKUP,-0.05504694953560829,-0.9446271061897278
1776407030.0709589,0.313280630776155,TO_PICKUP,-0.030577387660741806,-0.9341946840286255
1776407030.1382635,0.32032626197865965,TO_PICKUP,-0.005852825473994017,-0.9248173236846924
1776407030.2070131,0.3268964322859458,TO_PICKUP,0.01912297122180462,-0.9165990948677063
1776407030.2722905,0.3328561548335784,TO_PICKUP,0.04433991387486458,-0.9096163511276245
1776407030.341269,0.3380932425530936,TO_PICKUP,0.06977499276399612,-0.9039269089698792
1776407030.4111044,0.34251248699208386,TO_PICKUP,0.09538685530424118,-0.8995786309242249
1776407030.4696307,0.3373675655575576,TO_PICKUP,0.12112527340650558,-0.8966087102890015
1776407030.5370948,0.3195461874356393,TO_PICKUP,0.14694584906101227,-0.8950374126434326
1776407030.6084216,0.32121856307126756,TO_PICKUP,0.17278490960597992,-0.8948792219161987
1776407030.6699543,0.3220093876527743,TO_PICKUP,0.1985766440629959,-0.8961402773857117
1776407030.730255,0.3219045070376052,TO_PICKUP,0.22425079345703125,-0.898820161819458
1776407030.8086572,0.3209041459412714,TO_PICKUP,0.24973128736019135,-0.9029132127761841
1776407030.8723788,0.31902281849375463,TO_PICKUP,0.2749398648738861,-0.9084091782569885
1776407030.944294,0.31629011681070435,TO_PICKUP,0.2998012900352478,-0.9152930974960327
1776407031.014538,0.31275130064775014,TO_PICKUP,0.3242393136024475,-0.9235450625419617
1776407031.080447,0.30846818166429196,TO_PICKUP,0.3481791317462921,-0.9331406354904175
1776407031.1419828,0.3030785642920802,TO_PICKUP,0.37151119112968445,-0.9440510869026184
1776407031.2081664,0.29613473448315314,TO_PICKUP,0.3943546712398529,-0.9562606811523438
1776407031.2692854,0.28895241681992073,TO_PICKUP,0.417157381772995,-0.9696587324142456
1776407031.333575,0.28189548828959793,TO_PICKUP,0.44005218148231506,-0.9837955832481384
1776407031.4046748,0.27536289371255845,TO_PICKUP,0.46310049295425415,-0.9980281591415405
1776407031.4659972,0.2696996306643148,TO_PICKUP,0.48629629611968994,-1.0115954875946045
1776407031.5351198,0.2649782644986272,TO_PICKUP,0.5096979141235352,-1.0241425037384033
1776407031.6034265,0.2611727962201322,TO_PICKUP,0.5333452224731445,-1.0354275703430176
1776407031.664367,0.2581840671402273,TO_PICKUP,0.5573017597198486,-1.0453394651412964
1776407031.73555,0.25588860962203147,TO_PICKUP,0.5816130042076111,-1.0538299083709717
1776407031.804358,0.25229529471564205,TO_PICKUP,0.6062418818473816,-1.0608361959457397
1776407031.8748467,0.26029639312631014,TO_PICKUP,0.6311554908752441,-1.0663220882415771
1776407031.9314148,0.2591881941256189,TO_PICKUP,0.6562942266464233,-1.0702571868896484
1776407032.0043142,0.2585349316191262,TO_PICKUP,0.6815927624702454,-1.0726237297058105
1776407032.0668344,0.2582986308336955,TO_PICKUP,0.7069578170776367,-1.0734046697616577
1776407032.1366878,0.25846499436825887,TO_PICKUP,0.7323039174079895,-1.0725936889648438
1776407032.207319,0.2590455058784782,TO_PICKUP,0.7575361728668213,-1.0701909065246582
1776407032.268438,0.260076831882254,TO_PICKUP,0.7825585007667542,-1.0662038326263428
1776407032.3404446,0.2616193905174624,TO_PICKUP,0.8072742819786072,-1.060646653175354
1776407032.4062152,0.2637544228309466,TO_PICKUP,0.8315860629081726,-1.0535403490066528
1776407032.474675,0.26610570152184265,TO_PICKUP,0.8553979992866516,-1.044912576675415
1776407032.5399902,0.2681546919626929,TO_PICKUP,0.8791182637214661,-1.0347933769226074
1776407032.6050837,0.27083241635292554,TO_PICKUP,0.9028424024581909,-1.0234112739562988
1776407032.6735034,0.2740761224348886,TO_PICKUP,0.9265962839126587,-1.0111238956451416
1776407032.733575,0.2777644459700871,TO_PICKUP,0.9503811597824097,-0.9983483552932739
1776407032.8089256,0.28179377738034717,TO_PICKUP,0.9741424918174744,-0.9853767156600952
1776407032.866486,0.2858778770848294,TO_PICKUP,0.9980344176292419,-0.9727702140808105
1776407032.941806,0.28974118236973306,TO_PICKUP,1.0220563411712646,-0.9609890580177307
1776407033.0065682,0.29312497747582195,TO_PICKUP,1.0461996793746948,-0.9504048228263855
1776407033.07497,0.29588364383150306,TO_PICKUP,1.0705697536468506,-0.9411411881446838
1776407033.1343849,0.2979010476077318,TO_PICKUP,1.0951812267303467,-0.9333003163337708
1776407033.2056377,0.28258349253677,TO_PICKUP,1.1200617551803589,-0.9269224405288696
1776407033.2714782,0.32279700761484126,TO_PICKUP,1.1451513767242432,-0.9220646619796753
1776407033.34446,0.3224159970191001,TO_PICKUP,1.1704155206680298,-0.9187526702880859
1776407033.406166,0.3210501016092312,TO_PICKUP,1.195778250694275,-0.9170113205909729
1776407033.475046,0.3187182195035798,TO_PICKUP,1.2211682796478271,-0.9168524146080017
1776407033.5359905,0.31546524183241587,TO_PICKUP,1.246551275253296,-0.9182637333869934
1776407033.611898,0.31136021563763017,TO_PICKUP,1.2718614339828491,-0.9212234020233154
1776407033.6746469,0.30649332312421124,TO_PICKUP,1.2969858646392822,-0.9257083535194397
1776407033.7435493,0.29968566666693597,TO_PICKUP,1.3218069076538086,-0.9316957592964172
1776407033.8047655,0.2874666293133601,TO_PICKUP,1.3464199304580688,-0.9391392469406128
1776407033.8738987,0.2756031537386966,TO_PICKUP,1.371221899986267,-0.9478657245635986
1776407033.935128,0.2645871608574757,TO_PICKUP,1.396360158920288,-0.957382082939148
1776407034.008725,0.2549931637015892,TO_PICKUP,1.4216758012771606,-0.9670177102088928
1776407034.0754623,0.24723169672047118,TO_PICKUP,1.4470174312591553,-0.9759930372238159
1776407034.1407144,0.24137176844620062,TO_PICKUP,1.4723526239395142,-0.9839139580726624
1776407034.2043693,0.23730390678107433,TO_PICKUP,1.4977014064788818,-0.9905532598495483
1776407034.2715788,0.2348174515310319,TO_PICKUP,1.5231071710586548,-0.9957962036132812
1776407034.3362842,0.23365610902878653,TO_PICKUP,1.5485761165618896,-0.9995708465576172
1776407034.4043725,0.23353986183316963,TO_PICKUP,1.5740864276885986,-1.001830816268921
1776407034.469383,0.21631706098263323,TO_PICKUP,1.5995898246765137,-1.002544641494751
1776407034.5371928,0.25190839235063434,TO_PICKUP,1.6250269412994385,-1.0016955137252808
1776407034.6071231,0.25077741269498954,TO_PICKUP,1.6503186225891113,-0.9992752075195312
1776407034.6768303,0.25019872613121397,TO_PICKUP,1.6753801107406616,-0.9952848553657532
1776407034.7304337,0.2500058102463621,TO_PICKUP,1.7001229524612427,-0.9897342324256897
1776407034.806462,0.25005068506057915,TO_PICKUP,1.7244579792022705,-0.9826412796974182
1776407034.865347,0.250208713969289,TO_PICKUP,1.7482885122299194,-0.9740318059921265
1776407034.9366498,0.25038195626584736,TO_PICKUP,1.7715238332748413,-0.9639375805854797
1776407035.009149,0.250326890379975,TO_PICKUP,1.794071912765503,-0.9523977637290955
1776407035.0720198,0.24698633145976479,TO_PICKUP,1.8158433437347412,-0.9394572377204895
1776407035.1357982,0.24435727823036593,TO_PICKUP,1.8367518186569214,-0.9251670837402344
1776407035.205946,0.2421938447948346,TO_PICKUP,1.856714129447937,-0.9095840454101562
1776407035.273062,0.2402607649405939,TO_PICKUP,1.875650405883789,-0.8927700519561768
1776407035.3358076,0.23834259737047406,TO_PICKUP,1.8934849500656128,-0.8747923970222473
1776407035.4134042,0.23625013080887913,TO_PICKUP,1.9101462364196777,-0.8557227849960327
1776407035.467672,0.23382514210815172,TO_PICKUP,1.925567865371704,-0.8356375694274902
1776407035.5422323,0.23094313877921416,TO_PICKUP,1.939687967300415,-0.8146170377731323
1776407035.6170783,0.22751576271939442,TO_PICKUP,1.952449917793274,-0.7927454710006714
1776407035.673541,0.22349274473922437,TO_PICKUP,1.9638025760650635,-0.7701104283332825
1776407035.7407973,0.2071819410486772,TO_PICKUP,1.9737006425857544,-0.746802568435669
1776407035.798301,0.2543121793626867,TO_PICKUP,1.9821043014526367,-0.7229151725769043
1776407035.8704605,0.2548534802499159,TO_PICKUP,1.9889799356460571,-0.6985440850257874
1776407035.933621,0.2557451566602163,TO_PICKUP,1.994438886642456,-0.6735791563987732
1776407036.0083382,0.25703790039961266,TO_PICKUP,1.9985779523849487,-0.6480631232261658
1776407036.0670702,0.2587610855990773,TO_PICKUP,2.0017125606536865,-0.6218518614768982
1776407036.1393712,0.26090630969657846,TO_PICKUP,2.004098415374756,-0.5952067971229553
1776407036.2082634,0.26341214793061524,TO_PICKUP,2.0061144828796387,-0.5682728290557861
1776407036.273115,0.2633975113154698,TO_PICKUP,2.008079767227173,-0.5412572622299194
1776407036.3390298,0.26106917663272544,TO_PICKUP,2.0102627277374268,-0.5142812728881836
1776407036.4071047,0.2585852308314711,TO_PICKUP,2.012894868850708,-0.48742884397506714
1776407036.4687805,0.2558885721340743,TO_PICKUP,2.016164779663086,-0.46076300740242004
1776407036.5421112,0.2529494828202448,TO_PICKUP,2.020207643508911,-0.43431463837623596
1776407036.6014798,0.24976050265898136,TO_PICKUP,2.025139331817627,-0.4081500768661499
1776407036.6735296,0.24634257030621137,TO_PICKUP,2.0310325622558594,-0.38227659463882446
1776407036.7316809,0.24274449941804999,TO_PICKUP,2.037945032119751,-0.35675516724586487
1776407036.8069117,0.23904232607901377,TO_PICKUP,2.0459134578704834,-0.3316103219985962
1776407036.8729792,0.2353433985638631,TO_PICKUP,2.054961681365967,-0.3069058656692505
1776407036.9416301,0.21052679938805688,TO_PICKUP,2.0651001930236816,-0.28266218304634094
1776407037.0059319,0.2714144570464693,TO_PICKUP,2.076331615447998,-0.25899043679237366
1776407037.0750277,0.2668824596997602,TO_PICKUP,2.088585615158081,-0.23539964854717255
1776407037.15818,0.26266159233150943,TO_PICKUP,2.1014325618743896,-0.2116774320602417
1776407037.215754,0.2590550255812059,TO_PICKUP,2.1141066551208496,-0.18776971101760864
1776407037.2773852,0.2561937426654663,TO_PICKUP,2.126006841659546,-0.16375312209129333
1776407037.3430777,0.2543897326480666,TO_PICKUP,2.1349453926086426,-0.14416101574897766
1776407037.4063327,0.2533374115105298,TO_PICKUP,2.1410140991210938,-0.12976782023906708
1776407037.4726768,0.252684215125917,TO_PICKUP,2.1452670097351074,-0.1189638078212738
1776407037.5404577,0.25227833114429515,TO_PICKUP,2.1481716632843018,-0.11116483807563782
1776407037.6062536,0.2520189840656633,TO_PICKUP,2.150163412094116,-0.10558469593524933
1776407037.6754286,0.2518805248679115,TO_PICKUP,2.1514534950256348,-0.10186032205820084
1776407037.745429,0.2518009162224262,TO_PICKUP,2.1522276401519775,-0.09958285838365555
1776407037.813604,0.2517637013588617,TO_PICKUP,2.152595043182373,-0.09849158674478531
1776407037.882196,0.25175532075690815,TO_PICKUP,2.1526782512664795,-0.09824396669864655
1776407037.9371307,0.25175573132583223,TO_PICKUP,2.1526741981506348,-0.09825557470321655
1776407038.0053048,0.25175542038526805,TO_PICKUP,2.152677297592163,-0.09824619442224503
1776407038.0731604,0.25175508251294054,TO_PICKUP,2.1526806354522705,-0.09823659807443619
1776407038.1370416,0.25160851742708573,TO_PICKUP,2.154174327850342,-0.09360600262880325
1776407038.2050762,0.2513634646819946,TO_PICKUP,2.1568410396575928,-0.08462505042552948
1776407038.2702827,0.2510912237238368,TO_PICKUP,2.1601083278656006,-0.07216648012399673
1776407038.3371482,0.2508439948534033,TO_PICKUP,2.163452625274658,-0.05705684423446655
1776407038.404737,0.2506469201676473,TO_PICKUP,2.1665096282958984,-0.039624541997909546
1776407038.470745,0.25051585795208753,TO_PICKUP,2.168921947479248,-0.020487435162067413
1776407038.5363293,0.2504595790233025,TO_PICKUP,2.1704423427581787,3.818273398792371e-05
1776407038.6028845,0.25049290238287764,TO_PICKUP,2.1708734035491943,0.021631840616464615
1776407038.6706297,0.2506442385191632,TO_PICKUP,2.1700668334960938,0.044013578444719315
1776407038.7365923,0.2509617128542782,TO_PICKUP,2.1679129600524902,0.0669528916478157
1776407038.803189,0.2515161454477361,TO_PICKUP,2.164337158203125,0.09022220224142075
1776407038.8664272,0.25240097361701436,TO_PICKUP,2.159299373626709,0.11359924077987671
1776407038.9364057,0.2537316591285152,TO_PICKUP,2.152794122695923,0.13713714480400085
1776407039.003781,0.2395582113151674,TO_PICKUP,2.144913911819458,0.16100133955478668
1776407039.0733669,0.25474343016159534,TO_PICKUP,2.1359047889709473,0.18515650928020477
1776407039.1399798,0.2572118184465409,TO_PICKUP,2.126114845275879,0.2095547616481781
1776407039.2069473,0.26028719553499174,TO_PICKUP,2.115915060043335,0.2341362088918686
1776407039.272017,0.26388390850755994,TO_PICKUP,2.105682373046875,0.2588454782962799
1776407039.3372095,0.26788545946814396,TO_PICKUP,2.0956993103027344,0.28368937969207764
1776407039.408556,0.27215044990257337,TO_PICKUP,2.0862016677856445,0.30868473649024963
1776407039.473955,0.27652532839694083,TO_PICKUP,2.0773861408233643,0.3338475823402405
1776407039.533946,0.280864225150364,TO_PICKUP,2.069396495819092,0.35919252038002014
1776407039.6053817,0.28503982307367043,TO_PICKUP,2.0623278617858887,0.3847304880619049
1776407039.6723833,0.28892106897315384,TO_PICKUP,2.0562798976898193,0.41043975949287415
1776407039.748807,0.29238988025260776,TO_PICKUP,2.0513174533843994,0.43631067872047424
1776407039.8069391,0.29537225372274145,TO_PICKUP,2.047495126724243,0.4623139798641205
1776407039.873813,0.2977959224508702,TO_PICKUP,2.0448520183563232,0.48841792345046997
1776407039.9337277,0.29960323223746005,TO_PICKUP,2.0434186458587646,0.5145792365074158
1776407040.0034392,0.30075246784627646,TO_PICKUP,2.04321551322937,0.540751576423645
1776407040.0722241,0.3012140434623125,TO_PICKUP,2.044259786605835,0.5668796300888062
1776407040.1425633,0.3009734828161048,TO_PICKUP,2.046560764312744,0.5929089784622192
1776407040.2036037,0.30003043354125813,TO_PICKUP,2.050121784210205,0.6187824606895447
1776407040.267033,0.2983986497876808,TO_PICKUP,2.054940938949585,0.6444414854049683
1776407040.34108,0.2846996018140241,TO_PICKUP,2.061011791229248,0.6698259115219116
1776407040.4054313,0.29340866350937356,TO_PICKUP,2.068323850631714,0.6948743462562561
1776407040.4736018,0.2899315647304699,TO_PICKUP,2.076862335205078,0.7195271253585815
1776407040.5387547,0.28596865665444127,TO_PICKUP,2.086608648300171,0.7437269687652588
1776407040.622062,0.2816283556262821,TO_PICKUP,2.0975191593170166,0.7675827741622925
1776407040.692249,0.27712817337970125,TO_PICKUP,2.109355926513672,0.7915835380554199
1776407040.752535,0.2727881076805443,TO_PICKUP,2.1215505599975586,0.8157335519790649
1776407040.8037593,0.2688705377042431,TO_PICKUP,2.1335153579711914,0.8399980068206787
1776407040.8718894,0.26551658446271237,TO_PICKUP,2.144803285598755,0.864373505115509
1776407040.941311,0.2628077224700636,TO_PICKUP,2.1549744606018066,0.8888206481933594
1776407041.0028892,0.2605235243896059,TO_PICKUP,2.1638381481170654,0.9134126305580139
1776407041.0708172,0.25861524608073816,TO_PICKUP,2.1713156700134277,0.9382232427597046
1776407041.138844,0.25722691587361307,TO_PICKUP,2.1773245334625244,0.9632291197776794
1776407041.2064366,0.2562813557391733,TO_PICKUP,2.1818230152130127,0.9884201884269714
1776407041.2693052,0.2557197393389423,TO_PICKUP,2.18477725982666,1.0137478113174438
1776407041.3382204,0.2555044316866752,TO_PICKUP,2.186167001724243,1.0391530990600586
1776407041.4076223,0.2556234240468645,TO_PICKUP,2.18597674369812,1.064553141593933
1776407041.4688294,0.2560904584001006,TO_PICKUP,2.1842010021209717,1.0898641347885132
1776407041.535658,0.2569452486987547,TO_PICKUP,2.180842638015747,1.1149975061416626
1776407041.605649,0.2582523560588661,TO_PICKUP,2.1759114265441895,1.139858365058899
1776407041.671173,0.24815831381606718,TO_PICKUP,2.1694247722625732,1.1643511056900024
1776407041.7405145,0.2671208348239121,TO_PICKUP,2.1614270210266113,1.1886985301971436
1776407041.8025615,0.2707437766289816,TO_PICKUP,2.1520888805389404,1.2131646871566772
1776407041.8764546,0.2750917391660098,TO_PICKUP,2.1417415142059326,1.237702488899231
1776407041.936296,0.2800646403215089,TO_PICKUP,2.1307923793792725,1.2623263597488403
1776407042.005461,0.2855154594115254,TO_PICKUP,2.1196272373199463,1.286988615989685
1776407042.0725994,0.2911294659847632,TO_PICKUP,2.1088593006134033,1.3117541074752808
