time_s,target_steer_rad,lane_steer_rad,steer_raw_rad,steer_out_rad
1776407027.6072612,-0.5,-0.062557572416932,-0.5,-0.5
1776407027.668614,-0.5,-0.0886559189395327,-0.5,-0.5
1776407027.7351882,-0.5,-0.09755330017053379,-0.5,-0.5
1776407027.8082273,-0.5,-0.11048783787109484,-0.5,-0.5
1776407027.8748584,-0.5,-0.12271435790259451,-0.5,-0.5
1776407027.9344764,-0.5,-0.1339627563315742,-0.5,-0.5
1776407028.0082073,-0.5,-0.13857596207278608,-0.5,-0.5
1776407028.0737827,-0.5,-0.13576989601804024,-0.07771343345056275,-0.19442835836264066
1776407028.135896,-0.3320215806721889,-0.1366237264025134,0.05666930201168616,0.06834605673094107
1776407028.208281,-0.23028619788342863,-0.09426075290138611,0.11721426768429075,0.28056310946927854
1776407028.2734447,-0.12873205843508184,-0.0520055869838293,0.18979565520830838,0.457871245904036
1776407028.3366225,-0.041766707410846565,-0.02022020930028813,0.2593679360276966,0.5
1776407028.406536,0.019871470037006973,0.00902233816856975,0.31987147003700694,0.5
1776407028.4727182,0.04790295623810475,0.035925481839919,0.34790295623810474,0.5
1776407028.541195,0.0600163254869204,0.06067637401756031,0.3600163254869204,0.5
1776407028.6056051,0.0642807973144486,0.08344719482099032,0.3642807973144486,0.5
1776407028.6733704,0.054525086159145204,0.10439634996014593,0.3545250861591452,0.5
1776407028.7366416,0.03252291864274758,0.12366957268816908,0.3325229186427476,0.5
1776407028.8169372,1.809121793393422e-05,0.1414009375979504,0.292795774930721,0.5
1776407028.8755565,-0.04302947151645751,0.16986084536398025,0.2529425715101234,0.5
1776407028.9422708,-0.09504005555472325,0.18094654344868852,0.21610283510517342,0.5
1776407029.0013003,-0.15545781345258367,0.19495764724085737,0.16776862878688512,0.5
1776407029.0714283,-0.22298513735017103,0.18457521146441025,0.12486154645439601,0.5
1776407029.1340039,-0.29609905598439434,0.170685463004056,0.07222264694236047,0.5
1776407029.2009697,-0.39009100289225795,0.15063206237030283,0.0027868792845026635,0.5
1776407029.272182,-0.43592521259204614,0.11378430258234194,-0.022842385215907035,0.36928940369602326
1776407029.3370578,-0.5,0.08815117856544805,-0.07410221514227011,0.2584414989864499
1776407029.409483,-0.5,0.07846767787237344,-0.3808175839004626,0.0986267282647218
1776407029.4725206,-0.5,0.06461370884320035,-0.3808175839004626,-0.021234349776574304
1776407029.5336611,-0.5,0.051868057336361115,-0.3808175839004626,-0.11113015830754638
1776407029.6016314,-0.5,0.03571559903735653,-0.3787276501361842,-0.17802953126470583
1776407029.6734996,-0.5,0.017146479929737835,-0.3761504825041372,-0.22755976907456368
1776407029.7403078,-0.5,0.0019754048742083325,-0.5,-0.2956698268059228
1776407029.8014894,-0.5,-0.01198198417687881,-0.48,-0.3417523701044421
1776407029.8733783,-0.5,0.0369765745572715,-0.4475182200755853,-0.36819383259722793
1776407029.933516,-0.5,0.08201844859268978,-0.4475182200755853,-0.3880249294668173
1776407030.0064943,-0.5,0.1234569727052746,-0.4475182200755853,-0.4028982521190093
1776407030.0709589,-0.5,0.16158041488885264,-0.4475182200755853,-0.41405324410815336
1776407030.1382635,-0.5,0.19665398169774445,-0.4475182200755853,-0.4224194881000114
1776407030.2070131,-0.5,0.22892166316192492,-0.4475182200755853,-0.42869417109390484
1776407030.2722905,-0.5,0.25860793010897093,-0.4475182200755853,-0.43340018333932495
1776407030.341269,-0.5,0.28591929570025326,-0.4326729062826031,-0.4332183640751445
1776407030.4111044,-0.5,0.311045752044233,-0.427636322772056,-0.43182285374937235
1776407030.4696307,-0.5,0.3341620918806944,-0.427636322772056,-0.4307762210050432
1776407030.5370948,-0.5,0.35542912453023884,-0.42860966245300325,-0.4302345813670332
1776407030.6084216,-0.5,0.37499479456781976,-0.43202578771018696,-0.43068238295282163
1776407030.6699543,-0.5,0.39299521100239415,-0.43202578771018696,-0.43101823414216295
1776407030.730255,-0.5,0.4095555941222026,-0.43202578771018696,-0.43127012253416896
1776407030.8086572,-0.5,0.4247911465924264,-0.43202578771018696,-0.43145903882817344
1776407030.8723788,-0.5,0.43880785486503227,-0.43202578771018696,-0.43160072604867683
1776407030.944294,-0.5,0.3557032264758297,-0.5,-0.44870054453650765
1776407031.014538,-0.4774716260869439,0.3274436083753653,-0.06454515855948395,-0.3526616980422518
1776407031.080447,-0.4104306513634788,0.3022509786973762,-0.013827489689353045,-0.06795314595402707
1776407031.1419828,-0.32846737516453933,0.29694802376031243,0.042546392607955674,0.1596717386864686
1776407031.2081664,-0.22617106870967812,0.30784368791642425,0.1132832455793576,0.34807461540969087
1776407031.2692854,-0.12400108877165224,0.30892272548697686,0.1950192295297783,0.5
1776407031.333575,-0.03722823228390086,0.32722577573338624,0.2564342644676658,0.5
1776407031.4046748,0.02439170619632853,0.33742524661499995,0.30573021525184935,0.5
1776407031.4659972,0.05380206636806606,0.3468087598260846,0.32925850338923934,0.5
1776407031.5351198,0.06334161788612777,0.35544159198028247,0.3368901446036887,0.5
1776407031.6034265,0.05572498531979134,0.3633837975621445,0.3307968385506196,0.5
1776407031.664367,0.03469327319649007,0.37069062669745756,0.3139714688519786,0.5
1776407031.73555,0.0030128791116224387,0.3774129095019456,0.2886271535840845,0.5
1776407031.804358,-0.04216850935265496,0.3835974096820746,0.25248204281266257,0.5
1776407031.8748467,-0.07906217238721756,0.3892871498477933,0.22296711238501246,0.5
1776407031.9314148,-0.13984302673988702,0.39452171080025444,0.1743424289028769,0.5
1776407032.0043142,-0.20727130721489764,0.39377969948091296,0.12309132043942106,0.5
1776407032.0668344,-0.28000569841649536,0.3828061568648074,0.07051122946245797,0.5
1776407032.1366878,-0.35597464591361905,0.36064238576951135,0.01777272474462993,0.5
1776407032.207319,-0.4329195112939324,0.31360065502194423,-0.028083763321279043,0.5
1776407032.268438,-0.5,0.28217680833503284,-0.08174815428613313,0.5
1776407032.3404446,-0.5,0.22659166325910088,-0.3688864818372455,0.28277837954068863
1776407032.4062152,-0.5,0.1849796393147001,-0.3688864818372455,0.1198621641962051
1776407032.474675,-0.5,0.1466965772858514,-0.3688864818372455,-0.002324997312157545
1776407032.5399902,-0.5,0.11147616021931055,-0.3688864818372455,-0.09396536844342954
1776407032.6050837,-0.5,0.10653541501182558,-0.08164369601001698,-0.0908849503350764
1776407032.6735034,-0.5,0.0999661455550061,-0.5,-0.39316371275130735
1776407032.733575,-0.5,0.09081278494879075,-0.5,-0.5
1776407032.8089256,-0.5,0.059322411045684614,-0.5,-0.5
1776407032.866486,-0.5,0.0383509818533074,-0.5,-0.5
1776407032.941806,-0.5,0.010995213084680763,-0.5,-0.5
1776407033.0065682,-0.5,-0.008238970427993477,-0.5,-0.5
1776407033.07497,-0.5,-0.02335721002072972,-0.5,-0.5
1776407033.1343849,-0.5,-0.038658904673788796,-0.5,-0.5
1776407033.2056377,-0.5,-0.02896560000955006,-0.5,-0.5
1776407033.2714782,-0.5,-0.02859437026928654,-0.5,-0.5
1776407033.34446,-0.5,0.007714925694015558,-0.402465810388991,-0.4756164525972477
1776407033.406166,-0.5,0.03244508206153909,-0.4043130611630811,-0.45779060473870603
1776407033.475046,-0.5,0.0536002237140574,-0.48,-0.46334295355402955
1776407033.5359905,-0.5,0.07306295403437424,-0.48,-0.4675072151655222
1776407033.611898,-0.4331058575360445,0.09096866592906575,-0.13310585753604454,-0.38390687575815274
1776407033.6746469,-0.3530446053954652,0.10744192087218193,-0.05304460539546524,-0.10119130816748084
1776407033.7435493,-0.2535144550695338,0.0967684054600792,0.10513181791324935,0.15038947335270172
1776407033.8047655,-0.11104584819514617,0.1239727100495834,0.2066158172701013,0.36444605933205165
1776407033.8738987,0.03282272394445694,0.13811823214399238,0.33282272394445694,0.5
1776407033.935128,0.15891816744779635,0.15113211247084865,0.45891816744779634,0.5
1776407034.008725,0.26037185740513746,0.1631048823715564,0.5,0.5
1776407034.0754623,0.33019155253520943,0.17411983068020753,0.5,0.5
1776407034.1407144,0.3812418339821674,0.18425358312416656,0.5,0.5
1776407034.2043693,0.4181768255397929,0.19357663537260889,0.5,0.5
1776407034.2715788,0.44449876943527067,0.20215384344117582,0.5,0.5
1776407034.3362842,0.46184573609899154,0.2100448748642574,0.5,0.5
1776407034.4043725,0.4710825820884474,0.21730462377349247,0.5,0.5
1776407034.469383,0.45713155249596377,0.22398359276998872,0.5,0.5
1776407034.5371928,0.4751919381882357,0.23012824424676528,0.5,0.5
1776407034.6071231,0.45783209564165755,0.23578132360539972,0.5,0.5
1776407034.6768303,0.43393370214063226,0.2409821566153434,0.5,0.5
1776407034.7304337,0.40272457980414256,0.24576692298449157,0.5,0.5
1776407034.806462,0.36339386294799186,0.2501689080441079,0.5,0.5
1776407034.865347,0.3149747589136503,0.2542187342989549,0.5,0.5
1776407034.9366498,0.256642970088856,0.2579445744534142,0.5,0.5
1776407035.009149,0.1911833902217221,0.2613723473955167,0.4911833902217221,0.5
1776407035.0720198,0.1912135975835064,0.264525898502251,0.49121359758350636,0.5
1776407035.1357982,0.18481110330247655,0.26742716552044654,0.48481110330247656,0.5
1776407035.205946,0.17112106753745096,0.26206599967415084,0.471121067537451,0.5
1776407035.273062,0.1494311674745873,0.28013477396396624,0.4093945583106558,0.5
1776407035.3358076,0.11915821495724788,0.28925782627220104,0.38517619629678423,0.5
1776407035.4134042,0.07982945101907132,0.28988416845782644,0.3575569350483626,0.5
1776407035.467672,0.031119427447887985,0.2931022693370596,0.31858891619141594,0.5
1776407035.5422323,-0.027071520038873035,0.27058918052137854,0.2844706269086933,0.5
1776407035.6170783,-0.09450862550315639,0.24457216105677732,0.23746134870514496,0.5
1776407035.673541,-0.17046826360983303,0.2159101803402522,0.1809395836091606,0.5
1776407035.7407973,-0.2681914797696063,0.18999099356343255,0.10443563084566374,0.40110890771141594
1776407035.798301,-0.30051571459522086,0.1674732945298929,0.07857624298517207,0.3204757415298549
1776407035.8704605,-0.3851461133299164,0.13731153310803282,-0.5,0.11535680614739119
1776407035.933621,-0.4647605167796523,0.1129312996179886,-0.34826193029267066,-0.0005478779626242741
1776407036.0083382,-0.5,0.09050148480714792,-0.37645351686894885,-0.09452428768920541
1776407036.0670702,-0.5,0.0698660551811745,-0.37645351686894885,-0.16500659498414127
1776407036.1393712,-0.5,0.05088145992527895,-0.37645351686894885,-0.21786832545534318
1776407036.2082634,-0.5,0.03341563228985503,-0.37645351686894885,-0.2575146233087446
1776407036.273115,-0.5,0.017347070865265025,-0.37645351686894885,-0.28724934669879565
1776407036.3390298,-0.5,0.0025639943546422236,-0.37645351686894885,-0.30955038924133393
1776407036.4071047,-0.5,-0.011036436035130754,-0.37645351686894885,-0.32627617114823765
1776407036.4687805,-0.5,-0.023548831993721896,-0.37645351686894885,-0.3388205075784155
1776407036.5421112,-0.5,-0.035060236275625746,-0.37645351686894885,-0.34822875990104885
1776407036.6014798,-0.5,-0.04565072821497729,-0.37645351686894885,-0.35528494914302383
1776407036.6735296,-0.5,-0.05539398079918071,-0.37645351686894885,-0.3605770910745051
1776407036.7316809,-0.4500964168158516,-0.06435777317664786,-0.33653065032163015,-0.35456548088628637
1776407036.8069117,-0.3739873807907316,-0.10720915132251603,-0.5,-0.3909241106647148
1776407036.8729792,-0.28209010023102576,-0.07292260717764408,0.09012994833892002,-0.07066059591380608
1776407036.9416301,-0.24988215535611125,-0.06738371585476532,0.11458152796360974,0.17564993505554788
1776407037.0059319,0.057398489760599275,-0.03680753157774756,0.34815231815420605,0.41877553083021246
1776407037.0750277,0.16020070331040037,-0.0027498038095842454,0.42275058740919036,0.5
1776407037.15818,0.23998730831245463,0.03662992408015514,0.47951740399484066,0.5
1776407037.215754,0.28588509214844887,0.06832945369390678,0.5,0.5
1776407037.2773852,0.3065754462419324,0.0974930209385583,0.5,0.5
1776407037.3430777,0.30924362599477895,0.12432350280363769,0.5,0.5
1776407037.4063327,0.3028278772238561,0.14900754611951073,0.5,0.5
1776407037.4726768,0.29403685930975915,0.17171686597011393,0.5,0.5
1776407037.5404577,0.2855905101019635,0.19704111564802393,0.5,0.5
1776407037.6062536,0.2785449656240937,0.21646298281981524,0.5,0.5
1776407037.6754286,0.2721790236983754,0.23347608344492732,0.5,0.5
1776407037.745429,0.26802366173621767,0.24782769291753454,0.5,0.5
1776407037.813604,0.2659745850526551,0.2609391839137316,0.5,0.5
1776407037.882196,0.26550325428717336,0.27296195636067494,0.5,0.5
1776407037.9371307,0.26552500850146565,0.2841453344075612,0.5,0.5
1776407038.0053048,0.2655065675377394,0.29434616977187117,0.5,0.5
1776407038.0731604,0.26548890335682995,0.3037867879135088,0.5,0.5
1776407038.1370416,0.25624519354968833,0.3124634944123247,0.49376141769082826,0.5
1776407038.2050762,0.23722367894873495,0.3182801528734271,0.47956719051891844,0.5
1776407038.2702827,0.20867098198666278,0.3244334108303123,0.4567250329492607,0.5
1776407038.3371482,0.17076405998515765,0.3266076301410027,0.4280357466323135,0.5
1776407038.404737,0.12258282368315844,0.3242504577978173,0.392158734422683,0.5
1776407038.470745,0.0643305629157469,0.3103023175844412,0.35204116673905683,0.5
1776407038.5363293,-0.0040764223262884074,0.30270917696907346,0.2973155785454286,0.5
1776407038.6028845,-0.08194993026414207,0.28716373550457786,0.23902663898835674,0.5
1776407038.6706297,-0.1677730856804058,0.2659551018505184,0.17514039864799916,0.5
1776407038.7365923,-0.2591881011029516,0.24111073900315846,0.10625208590339755,0.4015630214758494
1776407038.803189,-0.3529833644828357,0.2118771594339217,-0.2641884507131901,0.2351251534285895
1776407038.8664272,-0.4455216120879605,0.18866266551510336,-0.3382190487972899,0.09178910287211964
1776407038.9364057,-0.5,0.16730533110979046,-0.38180175912692155,-0.02660861262764065
1776407039.003781,-0.5,0.14765658345690258,-0.38180175912692155,-0.11540689925246088
1776407039.0733669,-0.5,0.12957973561624575,-0.38180175912692155,-0.18200561422107603
1776407039.1399798,-0.5,0.11294903560284146,-0.38180175912692155,-0.23195465044753744
1776407039.2069473,-0.5,0.09764879159050951,-0.38180175912692155,-0.2694164276173835
1776407039.272017,-0.5,0.08357256709916412,-0.38180175912692155,-0.297512760494768
1776407039.3372095,-0.5,0.07062244056712635,-0.38180175912692155,-0.3185850101528064
1776407039.408556,-0.5,0.0587083241576516,-0.38180175912692155,-0.33438919739633516
1776407039.473955,-0.5,0.04774733706093483,-0.38180175912692155,-0.3462423378289818
1776407039.533946,-0.5,0.0376632289319554,-0.38180175912692155,-0.3551321931534667
1776407039.6053817,-0.5,0.028385849453294334,-0.38180175912692155,-0.36179958464683043
1776407039.6723833,-0.5,0.019850660332926148,-0.38180175912692155,-0.3668001282668532
1776407039.748807,-0.5,0.011998286342187418,-0.38180175912692155,-0.3705505359818703
1776407039.8069391,-0.5,0.004774102270707784,-0.38180175912692155,-0.37336334176813313
1776407039.873813,-0.5,-0.0018721470750534784,-0.38180175912692155,-0.3754729461078302
1776407039.9337277,-0.5,-0.00798669647315384,-0.38180175912692155,-0.3770551493626031
1776407040.0034392,-0.5,-0.013612081919406174,-0.38180175912692155,-0.3782418018036827
1776407040.0722241,-0.5,-0.01878743652995832,-0.38180175912692155,-0.37913179113449247
1776407040.1425633,-0.5,-0.023548762771666294,-0.38180175912692155,-0.37979928313259975
1776407040.2036037,-0.5,-0.02792918291403763,-0.38180175912692155,-0.3802999021311802
1776407040.267033,-0.5,-0.03195916944501926,-0.38180175912692155,-0.38067536638011557
1776407040.34108,-0.5,-0.046691957246834885,-0.37643303557783947,-0.3796147836795465
1776407040.4054313,-0.41684930381016994,-0.04534419329721532,-0.015016284660983148,-0.28846515892490565
1776407040.4736018,-0.34087760651954746,-0.03392688333640351,0.03895130715090572,-0.006611042405952783
1776407040.5387547,-0.25375144263191723,-0.015316945938471337,0.10240960922391712,0.22064412050151472
1776407040.622062,-0.15981023401188146,-0.0033059413693281806,0.17756257611994575,0.4098737344061225
1776407040.692249,-0.07929998771641837,0.022799536347974977,0.23477829174559917,0.5
1776407040.752535,-0.02093380439906018,0.05756507598808612,0.274161119087406,0.5
1776407040.8037593,0.012760221520033964,0.09611592105150558,0.29562736885715013,0.5
1776407040.8718894,0.024616567029843113,0.12586772517922118,0.3051124452649975,0.5
1776407040.941311,0.0121751668782711,0.15323938497671952,0.2951593251437398,0.5
1776407041.0028892,-0.014832079478344036,0.178421311990418,0.27355352805844774,0.5
1776407041.0708172,-0.05127647528489527,0.20391409964209345,0.2433003293349426,0.5
1776407041.138844,-0.09927979138168162,0.21842139031417837,0.20871578871823704,0.5
1776407041.2064366,-0.15676407497442862,0.22541073238825504,0.1671341752546625,0.5
1776407041.2693052,-0.222073818983837,0.2353172934849207,0.11488638004713583,0.5
1776407041.3382204,-0.2931482929829178,0.2242850177068911,0.06758735754032855,0.5
1776407041.4076223,-0.3678867716494041,0.20956153819959034,0.013492963580525208,0.5
1776407041.4688294,-0.4438245458191657,0.20039344061022515,-0.04725725575528411,0.5
1776407041.535658,-0.5,0.17979309100327412,-0.08648976429987904,0.35337755892503026
1776407041.605649,-0.5,0.16539599612285089,-0.386489764299879,0.16841072811880292
1776407041.671173,-0.5,0.15215066883286152,-0.386489764299879,0.02968560501413242
1776407041.7405145,-0.5,0.13996496772607128,-0.386489764299879,-0.07435823731437044
1776407041.8025615,-0.5,0.12875412270782427,-0.386489764299879,-0.1523911190607476
1776407041.8764546,-0.5,0.11291085923578519,-0.5,-0.4392933392955607
1776407041.936296,-0.5,0.10027697869664064,-0.5,-0.5
1776407042.005461,-0.5,0.08094994684901036,-0.5,-0.5
1776407042.0725994,-0.5,0.06209178821711776,-0.5,-0.5
