time_s,speed_cmd_mps,dr_speed_mps,throttle
1776407027.8082273,0.08,0.022133882446111388,0.06760000000000001
1776407027.8748584,0.08,0.022133882446111388,0.06760000000000001
1776407027.9344764,0.08,0.022133882446111388,0.06760000000000001
1776407028.0082073,0.08,0.022133882446111388,0.06760000000000001
1776407028.0737827,0.08,0.022133882446111388,0.06760000000000001
1776407028.135896,0.08,0.022133882446111388,0.06760000000000001
1776407028.208281,0.08,0.022133882446111388,0.06760000000000001
1776407028.2734447,0.08,0.022133882446111388,0.06760000000000001
1776407028.3366225,0.08,0.022133882446111388,0.06760000000000001
1776407028.406536,0.08,0.022133882446111388,0.06760000000000001
1776407028.4727182,0.08,0.022133882446111388,0.06760000000000001
1776407028.541195,0.08,0.022133882446111388,0.06760000000000001
1776407028.6056051,0.08,0.022133882446111388,0.06760000000000001
1776407028.6733704,0.08,0.022133882446111388,0.06760000000000001
1776407028.7366416,0.08,0.022133882446111388,0.06760000000000001
1776407028.8169372,0.08,0.022133882446111388,0.06760000000000001
1776407028.8755565,0.08,0.022133882446111388,0.06760000000000001
1776407028.9422708,0.08,0.022133882446111388,0.06760000000000001
1776407029.0013003,0.08,0.022133882446111388,0.06760000000000001
1776407029.0714283,0.08,0.022133882446111388,0.06760000000000001
1776407029.1340039,0.08,0.022133882446111388,0.06760000000000001
1776407029.2009697,0.08,0.022133882446111388,0.06760000000000001
1776407029.272182,0.08,0.022133882446111388,0.06760000000000001
1776407029.3370578,0.08,0.022133882446111388,0.06760000000000001
1776407029.409483,0.08,0.022133882446111388,0.06760000000000001
1776407029.4725206,0.08,0.022133882446111388,0.06760000000000001
1776407029.5336611,0.08,0.022133882446111388,0.06760000000000001
1776407029.6016314,0.08,0.022133882446111388,0.06760000000000001
1776407029.6734996,0.08,0.022133882446111388,0.06760000000000001
1776407029.7403078,0.08,0.022133882446111388,0.06760000000000001
1776407029.8014894,0.08,0.022133882446111388,0.06760000000000001
1776407029.8733783,0.08,0.022133882446111388,0.06760000000000001
1776407029.933516,0.08,0.022133882446111388,0.06760000000000001
1776407030.0064943,0.08,0.022133882446111388,0.06760000000000001
1776407030.0709589,0.08,0.022133882446111388,0.06760000000000001
1776407030.1382635,0.08,0.022133882446111388,0.06760000000000001
1776407030.2070131,0.08,0.022133882446111388,0.06760000000000001
1776407030.2722905,0.08,0.022133882446111388,0.06760000000000001
1776407030.341269,0.08,0.022133882446111388,0.06760000000000001
1776407030.4111044,0.08,0.022133882446111388,0.06760000000000001
1776407030.4696307,0.08,0.022133882446111388,0.06760000000000001
1776407030.5370948,0.08,0.022133882446111388,0.06760000000000001
1776407030.6084216,0.08,0.022133882446111388,0.06760000000000001
1776407030.6699543,0.08,0.022133882446111388,0.06760000000000001
1776407030.730255,0.08,0.022133882446111388,0.06760000000000001
1776407030.8086572,0.08,0.022133882446111388,0.06760000000000001
1776407030.8723788,0.08,0.022133882446111388,0.06760000000000001
1776407030.944294,0.08,0.022133882446111388,0.06760000000000001
1776407031.014538,0.08,0.022133882446111388,0.06760000000000001
1776407031.080447,0.08,0.022133882446111388,0.06760000000000001
1776407031.1419828,0.08,0.022133882446111388,0.06760000000000001
1776407031.2081664,0.08,0.022133882446111388,0.06760000000000001
1776407031.2692854,0.08,0.022133882446111388,0.06760000000000001
1776407031.333575,0.08,0.022133882446111388,0.06760000000000001
1776407031.4046748,0.08,0.022133882446111388,0.06760000000000001
1776407031.4659972,0.08,0.022133882446111388,0.06760000000000001
1776407031.5351198,0.08,0.022133882446111388,0.06760000000000001
1776407031.6034265,0.08,0.022133882446111388,0.06760000000000001
1776407031.664367,0.08,0.022133882446111388,0.06760000000000001
1776407031.73555,0.08,0.022133882446111388,0.06760000000000001
1776407031.804358,0.08,0.022133882446111388,0.06760000000000001
1776407031.8748467,0.08,0.022133882446111388,0.06760000000000001
1776407031.9314148,0.08,0.022133882446111388,0.06760000000000001
1776407032.0043142,0.08,0.022133882446111388,0.06760000000000001
1776407032.0668344,0.08,0.022133882446111388,0.06760000000000001
1776407032.1366878,0.08,0.022133882446111388,0.06760000000000001
1776407032.207319,0.08,0.022133882446111388,0.06760000000000001
1776407032.268438,0.08,0.022133882446111388,0.06760000000000001
1776407032.3404446,0.08,0.022133882446111388,0.06760000000000001
1776407032.4062152,0.08,0.022133882446111388,0.06760000000000001
1776407032.474675,0.08,0.022133882446111388,0.06760000000000001
1776407032.5399902,0.08,0.022133882446111388,0.06760000000000001
1776407032.6050837,0.08,0.022133882446111388,0.06760000000000001
1776407032.6735034,0.08,0.022133882446111388,0.06760000000000001
1776407032.733575,0.08,0.022133882446111388,0.06760000000000001
1776407032.8089256,0.08,0.022133882446111388,0.06760000000000001
1776407032.866486,0.08,0.022133882446111388,0.06760000000000001
1776407032.941806,0.08,0.022133882446111388,0.06760000000000001
1776407033.0065682,0.08,0.022133882446111388,0.06760000000000001
1776407033.07497,0.08,0.022133882446111388,0.06760000000000001
1776407033.1343849,0.08,0.022133882446111388,0.06760000000000001
1776407033.2056377,0.08,0.022133882446111388,0.06760000000000001
1776407033.2714782,0.08,0.022133882446111388,0.06760000000000001
1776407033.34446,0.08,0.022133882446111388,0.06760000000000001
1776407033.406166,0.08,0.022133882446111388,0.06760000000000001
1776407033.475046,0.08,0.022133882446111388,0.06760000000000001
1776407033.5359905,0.08,0.022133882446111388,0.06760000000000001
1776407033.611898,0.08,0.022133882446111388,0.06760000000000001
1776407033.6746469,0.08,0.022133882446111388,0.06760000000000001
1776407033.7435493,0.08,0.022133882446111388,0.06760000000000001
1776407033.8047655,0.08,0.022133882446111388,0.06760000000000001
1776407033.8738987,0.08,0.022133882446111388,0.06760000000000001
1776407033.935128,0.08,0.022133882446111388,0.06760000000000001
1776407034.008725,0.08,0.022133882446111388,0.06760000000000001
1776407034.0754623,0.08,0.022133882446111388,0.06760000000000001
1776407034.1407144,0.08,0.022133882446111388,0.06760000000000001
1776407034.2043693,0.08,0.022133882446111388,0.06760000000000001
1776407034.2715788,0.08,0.022133882446111388,0.06760000000000001
1776407034.3362842,0.08,0.022133882446111388,0.06760000000000001
1776407034.4043725,0.08,0.022133882446111388,0.06760000000000001
1776407034.469383,0.08,0.022133882446111388,0.06760000000000001
1776407034.5371928,0.08,0.022133882446111388,0.06760000000000001
1776407034.6071231,0.08,0.022133882446111388,0.06760000000000001
1776407034.6768303,0.08,0.022133882446111388,0.06760000000000001
1776407034.7304337,0.08,0.022133882446111388,0.06760000000000001
1776407034.806462,0.08,0.022133882446111388,0.06760000000000001
1776407034.865347,0.08,0.022133882446111388,0.06760000000000001
1776407034.9366498,0.08,0.022133882446111388,0.06760000000000001
1776407035.009149,0.08,0.022133882446111388,0.06760000000000001
1776407035.0720198,0.08,0.022133882446111388,0.06760000000000001
1776407035.1357982,0.08,0.022133882446111388,0.06760000000000001
1776407035.205946,0.08,0.022133882446111388,0.06760000000000001
1776407035.273062,0.08,0.022133882446111388,0.06760000000000001
1776407035.3358076,0.08,0.022133882446111388,0.06760000000000001
1776407035.4134042,0.08,0.022133882446111388,0.06760000000000001
1776407035.467672,0.08,0.022133882446111388,0.06760000000000001
1776407035.5422323,0.08,0.022133882446111388,0.06760000000000001
1776407035.6170783,0.08,0.022133882446111388,0.06760000000000001
1776407035.673541,0.08,0.022133882446111388,0.06760000000000001
1776407035.7407973,0.08,0.022133882446111388,0.06760000000000001
1776407035.798301,0.08,0.022133882446111388,0.06760000000000001
1776407035.8704605,0.08,0.022133882446111388,0.06760000000000001
1776407035.933621,0.08,0.022133882446111388,0.06760000000000001
1776407036.0083382,0.08,0.022133882446111388,0.06760000000000001
1776407036.0670702,0.08,0.022133882446111388,0.06760000000000001
1776407036.1393712,0.08,0.022133882446111388,0.06760000000000001
1776407036.2082634,0.08,0.022133882446111388,0.06760000000000001
1776407036.273115,0.08,0.022133882446111388,0.06760000000000001
1776407036.3390298,0.08,0.022133882446111388,0.06760000000000001
1776407036.4071047,0.08,0.022133882446111388,0.06760000000000001
1776407036.4687805,0.08,0.022133882446111388,0.06760000000000001
1776407036.5421112,0.08,0.022133882446111388,0.06760000000000001
1776407036.6014798,0.08,0.022133882446111388,0.06760000000000001
1776407036.6735296,0.08,0.022133882446111388,0.06760000000000001
1776407036.7316809,0.08,0.022133882446111388,0.06760000000000001
1776407036.8069117,0.08,0.022133882446111388,0.06760000000000001
1776407036.8729792,0.08,0.022133882446111388,0.06760000000000001
1776407036.9416301,0.08,0.022133882446111388,0.06760000000000001
1776407037.0059319,0.08,0.022133882446111388,0.06760000000000001
1776407037.0750277,0.08,0.022133882446111388,0.06760000000000001
1776407037.15818,0.0,0.022133882446111388,0.0
1776407037.215754,0.0,0.022133882446111388,0.0
1776407037.2773852,0.0,0.022133882446111388,0.0
1776407037.3430777,0.0,0.022133882446111388,0.0
1776407037.4063327,0.0,0.022133882446111388,0.0
1776407037.4726768,0.0,0.022133882446111388,0.0
1776407037.5404577,0.0,0.022133882446111388,0.0
1776407037.6062536,0.0,0.022133882446111388,0.0
1776407037.6754286,0.0,0.022133882446111388,0.0
1776407037.745429,0.0,0.022133882446111388,0.0
1776407037.813604,0.0,0.022133882446111388,0.0
1776407037.882196,0.0,0.022133882446111388,0.0
1776407037.9371307,0.08,0.022133882446111388,0.06760000000000001
1776407038.0053048,0.08,0.022133882446111388,0.06760000000000001
1776407038.0731604,0.08,0.022133882446111388,0.06760000000000001
1776407038.1370416,0.08,0.022133882446111388,0.06760000000000001
1776407038.2050762,0.08,0.022133882446111388,0.06760000000000001
1776407038.2702827,0.08,0.022133882446111388,0.06760000000000001
1776407038.3371482,0.08,0.022133882446111388,0.06760000000000001
1776407038.404737,0.08,0.022133882446111388,0.06760000000000001
1776407038.470745,0.08,0.022133882446111388,0.06760000000000001
1776407038.5363293,0.08,0.022133882446111388,0.06760000000000001
1776407038.6028845,0.08,0.022133882446111388,0.06760000000000001
1776407038.6706297,0.08,0.022133882446111388,0.06760000000000001
1776407038.7365923,0.08,0.022133882446111388,0.06760000000000001
1776407038.803189,0.08,0.022133882446111388,0.06760000000000001
1776407038.8664272,0.08,0.022133882446111388,0.06760000000000001
1776407038.9364057,0.08,0.022133882446111388,0.06760000000000001
1776407039.003781,0.08,0.022133882446111388,0.06760000000000001
1776407039.0733669,0.08,0.022133882446111388,0.06760000000000001
1776407039.1399798,0.08,0.022133882446111388,0.06760000000000001
1776407039.2069473,0.08,0.022133882446111388,0.06760000000000001
1776407039.272017,0.08,0.022133882446111388,0.06760000000000001
1776407039.3372095,0.08,0.022133882446111388,0.06760000000000001
1776407039.408556,0.08,0.022133882446111388,0.06760000000000001
1776407039.473955,0.08,0.022133882446111388,0.06760000000000001
1776407039.533946,0.08,0.022133882446111388,0.06760000000000001
1776407039.6053817,0.08,0.022133882446111388,0.06760000000000001
1776407039.6723833,0.08,0.022133882446111388,0.06760000000000001
1776407039.748807,0.08,0.022133882446111388,0.06760000000000001
1776407039.8069391,0.08,0.022133882446111388,0.06760000000000001
1776407039.873813,0.08,0.022133882446111388,0.06760000000000001
1776407039.9337277,0.08,0.022133882446111388,0.06760000000000001
1776407040.0034392,0.08,0.022133882446111388,0.06760000000000001
1776407040.0722241,0.08,0.022133882446111388,0.06760000000000001
1776407040.1425633,0.08,0.022133882446111388,0.06760000000000001
1776407040.2036037,0.08,0.022133882446111388,0.06760000000000001
1776407040.267033,0.08,0.022133882446111388,0.06760000000000001
1776407040.34108,0.08,0.022133882446111388,0.06760000000000001
1776407040.4054313,0.08,0.022133882446111388,0.06760000000000001
1776407040.4736018,0.08,0.022133882446111388,0.06760000000000001
1776407040.5387547,0.08,0.022133882446111388,0.06760000000000001
1776407040.622062,0.08,0.022133882446111388,0.06760000000000001
1776407040.692249,0.08,0.022133882446111388,0.06760000000000001
1776407040.752535,0.08,0.022133882446111388,0.06760000000000001
1776407040.8037593,0.08,0.022133882446111388,0.06760000000000001
1776407040.8718894,0.08,0.022133882446111388,0.06760000000000001
1776407040.941311,0.08,0.022133882446111388,0.06760000000000001
1776407041.0028892,0.08,0.022133882446111388,0.06760000000000001
1776407041.0708172,0.08,0.022133882446111388,0.06760000000000001
1776407041.138844,0.08,0.022133882446111388,0.06760000000000001
1776407041.2064366,0.08,0.022133882446111388,0.06760000000000001
1776407041.2693052,0.08,0.022133882446111388,0.06760000000000001
1776407041.3382204,0.08,0.022133882446111388,0.06760000000000001
1776407041.4076223,0.08,0.022133882446111388,0.06760000000000001
1776407041.4688294,0.08,0.022133882446111388,0.06760000000000001
1776407041.535658,0.08,0.022133882446111388,0.06760000000000001
1776407041.605649,0.08,0.022133882446111388,0.06760000000000001
1776407041.671173,0.08,0.022133882446111388,0.06760000000000001
1776407041.7405145,0.08,0.022133882446111388,0.06760000000000001
1776407041.8025615,0.08,0.022133882446111388,0.06760000000000001
1776407041.8764546,0.08,0.022133882446111388,0.06760000000000001
1776407041.936296,0.08,0.022133882446111388,0.06760000000000001
1776407042.005461,0.08,0.022133882446111388,0.06760000000000001
1776407042.0725994,0.08,0.022133882446111388,0.06760000000000001
